date,value
1933-04-01,8.7200
1933-05-01,11.2500
1933-06-01,13.1000
1933-07-01,13.7500
1933-08-01,13.0000
1933-09-01,12.9200
1933-10-01,10.9672
1933-11-01,12.0100
1933-12-01,12.2800
1934-01-01,13.0300
1934-02-01,13.9300
1934-03-01,13.2500
1934-04-01,13.5200
1934-05-01,12.1800
1934-06-01,12.2900
1934-07-01,11.7400
1934-08-01,11.3200
1934-09-01,10.9100
1934-10-01,10.9265
1934-11-01,11.4500
1934-12-01,11.6400
1935-01-01,11.5000
1935-02-01,11.0900
1935-03-01,10.4000
1935-04-01,11.1000
1935-05-01,11.9900
1935-06-01,12.5400
1935-07-01,13.2000
1935-08-01,14.1100
1935-09-01,14.4200
1935-10-01,15.5085
1935-11-01,16.1300
1935-12-01,16.1600
1936-01-01,17.0900
1936-02-01,18.1000
1936-03-01,18.6600
1936-04-01,18.7200
1936-05-01,17.7500
1936-06-01,18.3900
1936-07-01,19.3600
1936-08-01,19.6200
1936-09-01,19.8600
1936-10-01,21.3175
1936-11-01,21.5000
1936-12-01,21.1300
1937-01-01,21.6200
1937-02-01,22.2400
1937-03-01,22.0400
1937-04-01,20.5600
1937-05-01,19.4700
1937-06-01,18.7100
1937-07-01,19.6500
1937-08-01,19.8100
1937-09-01,16.8500
1937-10-01,14.1255
1937-11-01,13.1600
1937-12-01,13.0100
1938-01-01,13.5100
1938-02-01,13.2600
1938-03-01,12.3800
1938-04-01,11.7900
1938-05-01,11.9900
1938-06-01,12.2900
1938-07-01,14.7700
1938-08-01,14.9000
1938-09-01,14.2800
1938-10-01,16.1856
1938-11-01,16.1500
1938-12-01,15.7600
1939-01-01,15.6000
1939-02-01,15.6600
1939-03-01,15.7300
1939-04-01,13.9200
1939-05-01,14.5000
1939-06-01,14.8300
1939-07-01,15.2700
1939-08-01,15.1200
1939-09-01,16.4500
1939-10-01,16.7348
1939-11-01,16.6000
1939-12-01,16.2800
1940-01-01,16.3800
1940-02-01,16.2200
1940-03-01,16.1700
1940-04-01,16.3700
1940-05-01,14.1400
1940-06-01,12.8400
1940-07-01,13.3700
1940-08-01,13.6500
1940-09-01,14.2100
1940-10-01,14.7998
1940-11-01,14.6400
1940-12-01,13.9100
1941-01-01,13.9000
1941-02-01,13.0000
1941-03-01,12.9600
1941-04-01,12.4300
1941-05-01,12.0400
1941-06-01,12.1600
1941-07-01,12.7400
1941-08-01,12.4600
1941-09-01,12.2800
1941-10-01,11.1995
1941-11-01,10.9100
1941-12-01,10.0900
1942-01-01,10.1000
1942-02-01,9.6800
1942-03-01,9.0000
1942-04-01,8.5400
1942-05-01,8.5100
1942-06-01,8.9100
1942-07-01,9.1500
1942-08-01,9.0100
1942-09-01,9.0800
1942-10-01,9.7022
1942-11-01,9.6600
1942-12-01,9.6200
1943-01-01,10.1500
1943-02-01,10.7100
1943-03-01,10.8500
1943-04-01,11.0400
1943-05-01,11.3600
1943-06-01,11.5200
1943-07-01,11.7700
1943-08-01,11.2100
1943-09-01,11.3400
1943-10-01,11.2250
1943-11-01,10.6300
1943-12-01,10.7400
1944-01-01,11.0500
1944-02-01,10.9500
1944-03-01,11.2200
1944-04-01,10.9400
1944-05-01,11.1000
1944-06-01,11.5300
1944-07-01,11.7400
1944-08-01,11.5400
1944-09-01,11.3300
1944-10-01,11.4665
1944-11-01,11.4800
1944-12-01,11.6400
1945-01-01,11.9600
1945-02-01,12.3400
1945-03-01,12.3200
1945-04-01,12.6300
1945-05-01,13.0400
1945-06-01,13.1300
1945-07-01,12.8700
1945-08-01,12.9200
1945-09-01,13.8000
1945-10-01,14.5053
1945-11-01,14.8500
1945-12-01,15.0200
1946-01-01,15.6200
1946-02-01,15.7600
1946-03-01,15.1300
1946-04-01,16.0400
1946-05-01,16.0100
1946-06-01,15.7700
1946-07-01,14.5100
1946-08-01,13.9800
1946-09-01,11.8400
1946-10-01,11.4640
1946-11-01,11.1100
1946-12-01,11.3700
1947-01-01,11.4700
1947-02-01,11.9500
1947-03-01,11.2900
1947-04-01,10.9000
1947-05-01,10.7300
1947-06-01,11.0800
1947-07-01,11.7000
1947-08-01,11.3400
1947-09-01,10.8300
1947-10-01,11.1614
1947-11-01,10.9800
1947-12-01,10.6800
1948-01-01,10.4200
1948-02-01,10.0000
1948-03-01,10.1900
1948-04-01,10.7800
1948-05-01,11.2400
1948-06-01,11.5800
1948-07-01,11.1300
1948-08-01,10.7200
1948-09-01,10.5500
1948-10-01,11.2090
1948-11-01,10.2500
1948-12-01,10.1600
1949-01-01,10.2500
1949-02-01,9.8700
1949-03-01,9.9000
1949-04-01,9.7800
1949-05-01,9.6900
1949-06-01,9.0700
1949-07-01,9.6100
1949-08-01,9.8500
1949-09-01,9.8800
1949-10-01,10.2797
1949-11-01,10.2200
1949-12-01,10.5300
1950-01-01,10.7500
1950-02-01,10.9100
1950-03-01,10.9100
1950-04-01,11.1800
1950-05-01,11.4600
1950-06-01,11.5500
1950-07-01,10.5400
1950-08-01,11.0400
1950-09-01,11.3400
1950-10-01,11.5108
1950-11-01,11.5400
